12:36:38 Sablassou 0
12:36:38 Saint_Jean_Le_Sec 0
12:36:38 Euromedecine 0
12:36:38 Occitanie 0
12:36:38 Vicarello 0
12:36:38 Gaumont_EST 0
12:36:38 Gaumont_OUEST 0
12:36:38 Charles_de_Gaulle 0
12:36:38 Polygone 1
12:36:38 Arc_de_Triomphe 0
12:36:38 Gaumont-Circe 0
12:36:38 RESUME 0.20833333333333334
14:53:50 Antigone 1
14:53:50 Comedie 0
14:53:50 Corum 1
14:53:50 Europa 1
14:53:50 Foch 0
14:53:50 Gambetta 0
14:53:50 Gare 0
14:53:50 Triangle 0
14:53:50 Pitot 0
14:53:50 Circe 0
14:53:50 Garcia_Lorca 0
14:53:50 Mosson 0
14:53:50 Sabines 0
14:53:50 Sablassou 0
14:53:50 Saint_Jean_Le_Sec 0
14:53:50 Euromedecine 0
14:53:50 Occitanie 0
14:53:50 Vicarello 0
14:53:50 Gaumont_EST 0
14:53:50 Gaumont_OUEST 0
14:53:50 Charles_de_Gaulle 0
14:53:50 Polygone 1
14:53:50 Arc_de_Triomphe 0
14:53:50 Gaumont-Circe 0
14:53:50 RESUME 0.16666666666666666
15:54:50 Antigone 1
15:54:50 Comedie 1
15:54:50 Corum 1
15:54:50 Europa 1
15:54:50 Foch 0
15:54:50 Gambetta 0
15:54:50 Gare 0
15:54:50 Triangle 1
15:54:50 Pitot 0
15:54:50 Circe 0
15:54:50 Garcia_Lorca 0
15:54:50 Mosson 0
15:54:50 Sabines 0
15:54:50 Sablassou 0
15:54:50 Saint_Jean_Le_Sec 0
15:54:50 Euromedecine 0
15:54:50 Occitanie 0
15:54:50 Vicarello 0
15:54:50 Gaumont_EST 0
15:54:50 Gaumont_OUEST 0
15:54:50 Charles_de_Gaulle 0
15:54:50 Polygone 1
15:54:50 Arc_de_Triomphe 0
15:54:50 Gaumont-Circe 0
15:54:50 RESUME 0.25
