18:49:33 PARKING Garcia_Lorca 370.0 400.0 0.075
18:49:33 PARKING Mosson 206.0 328.0 0.3719512195121951
18:49:33 PARKING Sabines 159.0 285.0 0.4421052631578947
18:49:33 PARKING Sablassou 364.0 379.0 0.0395778364116095
18:49:33 PARKING Saint_Jean_Le_Sec 217.0 285.0 0.23859649122807017
18:49:33 PARKING Euromedecine 108.0 239.0 0.5481171548117155
18:49:33 PARKING Occitanie 430.0 615.0 0.3008130081300813
18:49:33 PARKING Vicarello 36.0 64.0 0.4375
18:49:33 PARKING Gaumont_EST 74.0 109.0 0.3211009174311927
18:49:33 PARKING Gaumont_OUEST 5.0 250.0 0.98
18:49:33 PARKING Charles_de_Gaulle 152.0 260.0 0.4153846153846154
18:49:33 PARKING Polygone 1013.0 1911.0 0.46991104133961276
18:49:33 PARKING Arc_de_Triomphe 62.0 440.0 0.8590909090909091
18:49:33 PARKING Gaumont-Circe 199.0 500.0 0.602
19:56:23 VILLE VILLE 0 0 0.37469768993411723
19:56:23 PARKING Antigone 140.0 239.0 0.41422594142259417
19:56:23 PARKING Comedie 337.0 664.0 0.4924698795180723
19:56:23 PARKING Corum 299.0 480.0 0.3770833333333333
19:56:23 PARKING Europa 473.0 591.0 0.1996615905245347
19:56:23 PARKING Foch 420.0 620.0 0.3225806451612903
19:56:23 PARKING Gambetta 171.0 452.0 0.6216814159292036
19:56:23 PARKING Gare 274.0 656.0 0.5823170731707317
19:56:23 PARKING Triangle 274.0 434.0 0.3686635944700461
19:56:23 PARKING Pitot 403.0 590.0 0.3169491525423729
19:56:23 PARKING Circe 1111.0 1200.0 0.07416666666666667
19:56:23 PARKING Garcia_Lorca 382.0 400.0 0.045
19:56:23 PARKING Mosson 239.0 328.0 0.27134146341463417
19:56:23 PARKING Sabines 196.0 285.0 0.312280701754386
19:56:23 PARKING Sablassou 373.0 379.0 0.0158311345646438
19:56:23 PARKING Saint_Jean_Le_Sec 233.0 285.0 0.1824561403508772
19:56:23 PARKING Euromedecine 126.0 239.0 0.47280334728033474
19:56:23 PARKING Occitanie 497.0 615.0 0.191869918699187
19:56:23 PARKING Vicarello 41.0 64.0 0.359375
19:56:23 PARKING Gaumont_EST 74.0 109.0 0.3211009174311927
19:56:23 PARKING Gaumont_OUEST 5.0 250.0 0.98
19:56:23 PARKING Charles_de_Gaulle 156.0 260.0 0.4
19:56:23 PARKING Polygone 1013.0 1911.0 0.46991104133961276
19:56:23 PARKING Arc_de_Triomphe 62.0 440.0 0.8590909090909091
19:56:23 PARKING Gaumont-Circe 199.0 500.0 0.602
