date,heure,timestamp,type,nom,velos_dispo,bornes_libres,total,taux_occupation_places,lat,lon
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Rue Jules Ferry - Gare Saint-Roch",0,12,12,0.0,43.605366,3.881346
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Comédie",7,13,20,0.35,43.608148,3.878778
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Hôtel de Ville",4,12,16,0.25,43.599088,3.894866
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Corum",4,8,12,0.3333333333333333,43.613989,3.8816
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Place Albert 1er - St Charles",8,19,27,0.2962962962962963,43.616768,3.873375
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Foch",3,5,8,0.375,43.610989,3.873345
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Halles Castellane",0,12,12,0.0,43.609935,3.877208
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Observatoire",7,0,8,1.0,43.606301,3.87724
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Rondelet",2,14,16,0.125,43.603038,3.875796
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Plan Cabanes",4,8,12,0.3333333333333333,43.608491,3.868389
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Boutonnet",4,7,12,0.4166666666666667,43.622629,3.868375
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Emile Combes",4,4,8,0.5,43.616742,3.87998
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Beaux-Arts",7,9,16,0.4375,43.616698,3.884981
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Les Aubes",4,4,8,0.5,43.618692,3.893844
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Antigone centre",5,7,12,0.4166666666666667,43.607942,3.890634
2026-05-01,00:33:11,2026-05-01T00:33:11+02:00,STATION,"Médiathèque Emile Zola",16,0,16,1.0,43.608218,3.89314
