date,heure,timestamp,type,nom,libres,total,taux_occupation,lat,lon
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,VILLE,VILLE,0,0,0.3442263960245936,,
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Antigone",140,239,0.41422594142259417,43.60871606,3.88881893
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Comedie",394,666,0.4084084084084084,43.60856092,3.87976196
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Corum",307,480,0.36041666666666666,43.61388821,3.88225773
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Europa",500,591,0.15397631133671744,43.60784971,3.89253074
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Foch",454,500,0.092,43.61074912,3.87657084
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Gambetta",175,452,0.6128318584070797,43.60695138,3.87137436
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Gare",290,656,0.5579268292682927,43.604024,3.87891
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Triangle",274,434,0.3686635944700461,43.60923384,3.88184418
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Pitot",403,590,0.3169491525423729,43.61224494,3.87019117
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Circe",1162,1200,0.03166666666666667,43.60495377,3.9178495
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Garcia Lorca",390,400,0.025,43.59098509,3.8907158
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Mosson",311,328,0.051829268292682924,43.61623716,3.81966554
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Sabines",280,285,0.017543859649122806,43.58383263,3.8602246
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Sablassou",284,379,0.25065963060686014,43.63419194,3.92229536
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Saint Jean Le Sec",184,285,0.3543859649122807,43.57082225,3.8379312
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Euromedecine",140,239,0.41422594142259417,43.63895359,3.82772365
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Occitanie",471,615,0.23414634146341465,43.63456232,3.84859796
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Vicarello",41,64,0.359375,43.63286,3.898411
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Gaumont EST",74,109,0.3211009174311927,43.604526,3.91529
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Gaumont OUEST",5,250,0.98,43.604824,3.914158
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Charles de Gaulle",153,260,0.4115384615384615,43.6285421,3.8977621
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Polygone",1013,1911,0.46991104133961276,43.607697,3.88515
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Arc de Triomphe",142,440,0.6772727272727272,43.61100267,3.8732007
2026-04-01,00:04:57,2026-04-01T00:04:57+02:00,PARKING,"Gaumont-Circe",199,500,0.602,43.60495377,3.9178495
2026-04-01,01:00:39,2026-04-01T01:00:39+02:00,VILLE,VILLE,0,0,0.33689884612145204,,
2026-04-01,01:00:39,2026-04-01T01:00:39+02:00,PARKING,"Antigone",140,239,0.41422594142259417,43.60871606,3.88881893
2026-04-01,01:00:39,2026-04-01T01:00:39+02:00,PARKING,"Comedie",422,666,0.3663663663663664,43.60856092,3.87976196
2026-04-01,01:00:39,2026-04-01T01:00:39+02:00,PARKING,"Corum",313,480,0.34791666666666665,43.61388821,3.88225773
2026-04-01,01:00:39,2026-04-01T01:00:39+02:00,PARKING,"Europa",500,591,0.15397631133671744,43.60784971,3.89253074
2026-04-01,01:00:39,2026-04-01T01:00:39+02:00,PARKING,"Foch",468,500,0.064,43.61074912,3.87657084
2026-04-01,01:00:39,2026-04-01T01:00:39+02:00,PARKING,"Gambetta",179,452,0.6039823008849557,43.60695138,3.87137436
2026-04-01,01:00:39,2026-04-01T01:00:39+02:00,PARKING,"Gare",297,656,0.5472560975609756,43.604024,3.87891
